ID_Alerta_posible_fraude,Cód. de gravedad del siniestro,Cód._Hecho,Código_Oficina,Tipo de Alerta,Antecedentes de siniestros en otras compañías?,Vehículo con rastreo satelital?,FRAUDE DETECTADO,Tipo de persona,Nacionalidad,Sexo,EDAD APROXIMADA POR NRO DNI,Código de actividad del asegurado
47307,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,56,221
40893,R,5,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
48141,G,2,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,63,221
32356,R,5,205,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,,0
48152,G,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,23
31007,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,238
59363,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221
58819,A,4,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221
35768,R,5,216,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,47,46
29552,L,2,238,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,63,220
46366,R,5,239,ANALISIS,NO,SI,0,PF,ARGENTINA,Femenino,48,226
58214,L,4,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,107
58482,A,3,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,59,130
33795,T,8,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,59,221
31577,L,2,206,ANALISIS,NO,NO,0,PJ,N/A,N/A,,35
58231,A,4,101,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,106
48919,R,5,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,226
62998,T,7,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,35,221
47804,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,130
43787,G,2,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,221
50131,R,5,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,55,107
61925,R,5,238,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,23
32554,R,5,232,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,48,228
63139,A,3,238,ANALISIS,NO,NO,0,PJ,N/A,N/A,,30
31276,R,5,230,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,48,14
29553,R,5,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,39,221
52861,A,4,229,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,223
52552,A,8,378,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,43,221
34712,R,5,232,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,70,228
41637,I,3,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,57,234
46591,C,3,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,234
40142,R,3,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,84,107
48421,G,2,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,52,226
29796,L,2,206,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,44,221
60232,A,4,231,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,,46
32977,A,3,231,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,64,221
51449,C,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,32,130
30907,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,221
48150,G,2,201,ANALISIS,NO,NO,0,PJ,ARGENTINA,Masculino,38,238
41151,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,106
49174,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,62,221
29536,G,2,206,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,62,221
47303,B,4,246,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,30,221
59028,A,8,231,PARAMETROS,NO,SI,1,PF,ARGENTINA,Femenino,38,130
30092,G,2,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,130
61450,R,5,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,60,21
59204,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,55,107
47931,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,45,221
38600,L,2,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,84,238
37898,A,3,201,ANALISIS,NO,NO,1,PJ,ARGENTINA,Masculino,34,249
61722,T,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,243
63350,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,67,238
36414,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,45,130
50813,B,8,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,44,221
35767,R,5,238,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,213
34487,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221
40235,L,2,209,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,52,251
33418,L,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,55,130
30040,R,5,216,CESVI,SI,SI,0,PF,ARGENTINA,Masculino,59,130
41315,A,4,240,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,37,221
48485,T,4,242,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,30,249
30723,R,5,231,CESVI,SI,SI,0,PJ,N/A,N/A,,241
31927,R,5,231,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,241
58524,A,3,246,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,44,0
52121,A,8,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,221
35499,T,5,216,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,256
35715,L,2,201,ANALISIS,NO,NO,0,PJ,N/A,N/A,,208
36711,I,3,231,ANALISIS,NO,NO,0,PJ,ARGENTINA,Masculino,59,232
58715,A,4,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,221
31427,R,5,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,56,226
50563,C,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,31,221
52919,A,8,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
59075,A,8,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
46151,R,5,216,CHECKLIST,NO,NO,0,PF,ARGENTINA,Masculino,70,130
34536,L,1,201,ANALISIS,NO,NO,0,PJ,N/A,N/A,,91
42851,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,31,130
60886,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221
58236,A,3,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,30,221
36302,L,2,231,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,41,221
58373,I,1,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
36069,T,7,231,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,238
49631,B,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,32,221
60089,R,5,109,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,67,40
37205,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,31,221
42157,M,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,221
49388,A,4,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,48,221
43128,L,2,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,130
35232,R,5,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,221
32542,R,5,233,ANALISIS,NO,NO,1,PJ,ARGENTINA,Femenino,44,238
32541,R,5,233,ANALISIS,SI,NO,1,PJ,ARGENTINA,Femenino,44,238
53076,B,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,221
40892,R,5,220,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,47,130
58225,R,4,230,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,43,61
46896,B,8,101,ANALISIS,NO,SI,1,PF,ARGENTINA,Femenino,37,238
51615,A,3,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,221
31839,R,5,244,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,50,249
32301,G,2,240,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,53,130
37226,R,5,345,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,54,130
59927,A,4,232,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,,130
62636,L,2,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,31,221
59265,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221
45515,L,2,239,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,76,130
63378,R,5,392,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,55,35
58958,I,3,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,106
31104,A,3,239,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,48,131
48330,A,3,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
58841,A,4,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,28,221
43263,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,63,226
39182,G,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,130
40533,L,2,218,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,60,130
54221,B,4,229,PARAMETROS,NO,SI,1,PF,ARGENTINA,Masculino,34,221
45143,L,2,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,37,130
31456,I,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,107
34447,I,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,107
33655,I,5,229,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,62,226
31440,R,5,205,CESVI,SI,NO,0,PJ,ARGENTINA,Femenino,99,226
31702,C,3,392,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,35,135
49407,T,7,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,67,130
50370,A,4,241,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,67,221
42342,A,4,220,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,37,221
46570,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,34,221
51781,G,2,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,221
58181,A,4,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,45,221
38925,R,5,220,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,38,221
49259,L,3,229,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,,130
41145,L,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,221
40604,T,4,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,221
32297,R,5,231,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,31,226
52913,L,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,107
59084,L,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,107
52909,A,3,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,107
59086,A,3,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,107
60423,I,8,232,ANALISIS,NO,NO,0,PF,EXTRANJERO,Femenino,,226
58309,G,2,245,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,57,130
44089,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221
36259,T,7,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,130
40141,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,59,130
49231,A,3,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,30,221
49232,A,3,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,30,221
39216,A,4,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,130
39790,A,8,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,130
59262,B,8,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,42,221
62333,A,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,56,221
58210,B,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,43,54
49403,L,2,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,221
48791,R,5,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221
36827,G,2,232,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,,130
50665,A,2,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,56,0
49824,A,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
31009,T,9,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,33,221
36379,L,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,45,226
61659,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,45,221
59258,B,4,230,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,2
59587,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,38,221
59589,B,4,246,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
58924,I,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,221
58424,A,4,229,PARAMETROS,NO,SI,1,PJ,EXTRANJERO,Femenino,,234
38375,R,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,38,218
59052,R,5,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,52,221
59202,G,2,231,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,,221
42499,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,221
60345,A,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,33,221
40532,R,5,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,30,221
48211,A,4,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,67,226
46308,M,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221
37318,L,2,242,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,32,221
47253,A,4,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221
61176,A,4,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221
47478,R,5,101,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,221
42870,L,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,27,221
60566,A,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,228
51657,A,4,230,PARAMETROS,NO,SI,1,PJ,N/A,N/A,,208
61692,A,3,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,107
32932,G,3,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,114
60615,T,8,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221
63273,A,8,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
48534,R,5,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,221
48874,R,5,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,59,130
43786,L,2,245,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,35,130
38407,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,221
52402,A,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,221
48540,A,4,218,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
33210,L,3,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,221
33656,R,5,231,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,44,48
43495,L,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,26,221
58417,A,4,246,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,,221
34485,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,45,221
48541,C,3,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221
50062,L,2,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
50065,L,2,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
50052,B,3,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,106
48418,G,2,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,130
33069,R,5,345,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,74,130
41712,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,42,228
37176,L,2,218,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,48,221
60211,L,2,209,ANALISIS,NO,SI,0,PJ,N/A,N/A,,30
63761,A,3,209,ANALISIS,NO,NO,1,PJ,N/A,N/A,,30
38598,L,2,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,40,221
50756,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
46002,L,2,231,ANALISIS,NO,NO,0,PJ,N/A,N/A,,46
52436,A,8,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,44,225
34214,R,5,106,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,67,250
35426,R,5,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,223
40382,I,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,39,138
50051,C,3,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,34,100
51775,G,2,209,CONTACTO,NO,NO,1,PF,ARGENTINA,Masculino,34,130
44145,L,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,130
34679,R,5,386,CHECKLIST,NO,NO,1,PF,ARGENTINA,Masculino,28,130
58418,A,4,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,57,226
50449,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,45,221
58646,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,25
56805,A,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,221
43265,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,226
58248,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,37,221
39853,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,76,226
47681,I,4,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,52,226
37574,A,3,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,57,130
62236,L,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,26,130
40403,G,2,201,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,57,107
51773,L,2,209,CONTACTO,NO,NO,0,PF,ARGENTINA,Masculino,44,221
60711,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,63,130
47474,C,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221
58234,A,8,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,65,130
60315,B,4,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221
42855,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,44,221
37822,I,3,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,37,221
41423,L,2,246,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,32,221
43223,G,3,238,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,57,130
42849,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,59,221
42760,A,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,41,221
38699,R,5,241,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,36,226
44627,L,2,241,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,26,221
60329,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,221
50907,A,8,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221
51774,L,2,209,CONTACTO,NO,NO,0,PF,ARGENTINA,Masculino,44,221
61443,A,3,238,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,71,234
35733,L,2,206,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,52,220
46410,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221
35806,R,5,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,226
37236,L,2,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,31,221
48968,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,24
44814,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,130
49408,G,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,56,226
43338,T,7,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,130
48102,R,5,101,ANALISIS,NO,NO,1,PF,EXTRANJERO,Femenino,,223
51600,C,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,65,130
61320,R,5,392,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,30
61321,R,5,392,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,30
40605,R,5,101,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,41,106
53184,A,4,246,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,221
47241,A,3,240,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,46
60361,G,2,240,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,130
58741,C,4,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221
61236,L,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,221
44376,I,3,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,50,221
47659,R,5,201,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Masculino,44,234
37040,R,5,231,CESVI,SI,NO,0,PJ,N/A,N/A,,30
37120,R,5,231,ANALISIS,NO,SI,0,PJ,N/A,N/A,,30
41605,R,5,231,ANALISIS,NO,SI,0,PJ,N/A,N/A,,30
48437,B,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,27,221
60206,T,9,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,46,128
58191,R,5,231,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,46
50479,C,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,40,0
62007,A,5,238,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Masculino,65,210
59631,A,4,230,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,,130
43674,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,32,130
44766,R,5,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,221
52381,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,130
58736,R,5,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,44,228
47765,A,4,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,52,38
