ID_Alerta_posible_fraude,Cód. de gravedad del siniestro,Cód._Hecho,Código_Oficina,Tipo de Alerta,Antecedentes de siniestros en otras compañías?,Vehículo con rastreo satelital?,FRAUDE DETECTADO,Tipo de persona,Nacionalidad,Sexo,EDAD APROXIMADA POR NRO DNI,Código de actividad del asegurado,Antigüedad en días al momento del stro,Codigo de Productor
26381,G,2,205,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,42,130,507,84562
30526,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,42,100,762,84220
58502,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,30,130,1835,89503
26373,A,3,338,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,35,226,536,83600
42087,I,3,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,56,228,634,84139
32760,M,2,201,CASI,NO,NO,1,PF,EXTRANJERO,Masculino,48,221,528,84539
32762,M,2,201,CASI,NO,NO,1,PF,EXTRANJERO,Masculino,48,221,528,84539
32910,R,5,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,26,130,900,9053
34519,L,2,218,CESVI,SI,NO,1,PF,EXTRANJERO,Masculino,38,221,980,83773
58666,A,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,110,1828,83839
52628,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,59,221,1610,83554
49317,I,3,230,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,41,221,1510,11693
49318,A,3,230,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,41,221,1510,11693
47748,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,32,221,1458,82823
30002,R,5,201,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,48,234,741,85204
63021,A,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,76,223,2127,11008
27824,L,2,206,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,67,234,612,9348
28847,G,3,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,54,221,546,6794
29791,I,3,205,CASI,NO,NO,0,PF,ARGENTINA,Masculino,38,0,578,11690
48142,G,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,33,0,1127,11690
35311,R,5,206,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,50,221,949,86048
38435,L,2,209,CASI,NO,NO,0,PF,ARGENTINA,Femenino,44,221,584,7906
52623,R,5,241,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,61,2,1653,85176
33415,L,2,216,CESVI,SI,SI,0,PF,ARGENTINA,Masculino,70,218,876,8072
30517,M,2,206,CASI,NO,NO,0,PF,ARGENTINA,Masculino,78,214,586,85306
26134,A,4,225,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,27,222,498,84305
30545,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221,661,85306
58943,A,3,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,50,221,1250,85306
43176,G,2,206,CONTACTO,NO,NO,1,PF,ARGENTINA,Masculino,65,221,974,85306
37893,R,5,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,228,1037,85306
29161,R,5,205,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,36,130,662,11690
62331,R,5,240,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,130,2036,84582
34522,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,64,221,850,7841
39141,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,56,218,1055,82944
47269,I,3,345,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,60,221,1304,4500034
29241,L,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,31,221,492,8407
59864,C,4,231,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,44,221,1832,83333
27385,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,238,510,6243
26432,R,5,230,CASI,NO,SI,0,PF,ARGENTINA,Masculino,39,15,426,82904
34467,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,76,210,833,86665
32800,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,251,737,86907
27532,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,65,221,425,7734
52934,T,7,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221,1584,85713
31669,B,3,343,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,52,249,693,86107
29601,A,3,338,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,65,218,508,85683
28948,G,3,206,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,65,130,487,84846
27693,A,4,216,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,130,494,6344
61330,A,4,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,45,130,1877,83640
50569,B,4,229,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,130,1449,11289
32561,L,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,31,130,655,84076
25685,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,39,46,355,10371
27518,A,3,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,71,130,357,9880
59320,A,3,109,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,55,130,1695,83335
38719,R,5,229,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,55,130,950,83232
34288,L,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,130,697,84756
50097,A,4,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,52,130,1391,11021
49801,I,4,201,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,59,46,1379,12177
50924,B,4,246,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,36,130,1424,87111
27179,R,5,218,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,50,130,426,84280
28573,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,130,441,10528
30877,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,55,130,573,84862
38905,L,2,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130,479,84539
39490,L,3,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130,479,84539
39495,L,2,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130,479,84539
59722,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,130,1704,84155
38354,A,3,230,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,41,130,895,11291
61140,C,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,46,130,1803,86925
25974,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,37,130,270,9687
58521,I,4,363,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,130,1582,6300056
30793,R,5,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,41,130,535,84305
60082,I,3,101,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,52,46,1705,84345
58817,A,8,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,67,225,1589,85269
49919,T,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,130,1301,7464
36710,R,4,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,49,130,670,10256
62263,A,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,70,46,1773,89723
33030,R,5,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,0,288,11690
48635,R,5,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,64,130,1244,87158
59076,A,8,232,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,63,130,1597,85670
27469,L,2,231,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,63,130,308,83587
30546,R,5,225,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,41,130,505,11886
40901,I,3,205,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,58,0,731,8407
47888,R,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,67,130,1155,84133
30525,G,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,36,130,429,8407
32986,G,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,36,130,429,8407
64055,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,130,1902,86048
61390,B,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,130,1723,90983
60551,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,221,1673,85306
34544,G,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,226,532,84656
52501,T,7,225,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,226,1388,83516
50706,R,5,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,56,130,1269,87582
34554,G,2,206,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,338,11690
34708,R,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221,635,85274
32559,G,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221,360,85677
33443,L,2,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,32,226,369,11690
27603,R,5,206,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,70,150,302,6794
39674,A,3,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,57,226,709,8407
62747,R,5,388,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,52,107,1758,8821094
59896,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,130,1593,86048
26220,G,5,220,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,52,228,207,83511
30285,R,5,231,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,30,46,420,83380
29322,L,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,369,11658
34095,L,2,205,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,43,221,368,11640
39312,T,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,226,650,83678
31972,L,3,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,32,130,328,86498
28848,G,3,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,3,170,84495
25303,R,5,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,41,15,135,7452
59287,A,4,230,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,34,221,1526,89051
59027,B,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,221,1501,90426
33649,G,2,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,81,63,388,11488
32531,A,4,392,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,79,468,84070
48767,G,2,201,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,78,36,1067,11479
46323,R,5,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,65,218,1022,86010
49177,R,5,216,CESVI,SI,NO,1,PF,ARGENTINA,Femenino,65,218,1157,86010
59800,A,4,218,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,221,1561,9878
39275,R,5,218,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,226,769,84281
47626,A,4,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,62,3,1095,83232
59193,T,8,239,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,68,221,1445,7912
47382,A,4,225,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,221,1076,9444
60343,A,4,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,1574,86018
32358,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,138,461,84018
46409,T,3,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,0,853,11690
26451,R,5,101,CHECKLIST,NO,NO,1,PF,ARGENTINA,Masculino,39,130,180,84306
25782,R,5,205,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,44,130,81,85573
51501,T,6,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,138,1218,12109
35127,G,2,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,65,212,340,82823
25592,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221,76,10433
34537,G,2,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,32,130,414,84392
60987,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,213,1585,84562
43783,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,3,700,85560
40697,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,237,737,7194
58643,A,4,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,221,1397,83896
62337,I,4,232,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221,1678,84120
28412,I,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,39,221,188,84562
47764,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,1039,87158
41148,R,5,216,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,40,776,83373
33167,A,8,216,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,38,48,470,85962
51123,B,4,201,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,42,130,1184,11905
63297,B,4,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,242,1721,83640
34364,T,8,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,149,490,85832
27393,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,234,46,8800013
33599,G,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,221,391,84155
41756,T,9,247,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,250,779,84735
50334,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,44,221,1129,8407
26578,R,5,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,43,110,94,83646
63006,R,5,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,67,221,1654,7994
34659,L,2,201,CONTACTO,NO,NO,0,PF,ARGENTINA,Femenino,59,135,429,11126
43922,R,4,225,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,30,221,770,85785
58224,T,7,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,130,1307,11911
28345,R,5,225,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,57,4,210,83493
35596,B,3,232,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,31,228,530,83432
60730,L,2,246,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,221,1488,11690
42459,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,46,13,83610
26834,L,2,231,CESVI,SI,NO,1,PF,ARGENTINA,Femenino,56,6,109,83925
32010,L,2,231,CASI,NO,NO,1,PF,ARGENTINA,Femenino,56,6,109,83925
32011,L,2,231,CASI,NO,NO,1,PF,ARGENTINA,Femenino,56,6,109,83925
37889,R,5,229,ANALISIS,NO,SI,0,PF,EXTRANJERO,Femenino,47,130,598,11628
49669,R,5,231,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,56,228,1036,83333
28418,G,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221,75,84562
28475,G,2,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,35,130,32,10186
33421,R,5,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,130,414,83758
33422,G,2,201,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,50,14,228,86005
43267,T,7,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,26,221,794,84305
41763,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,221,740,87158
34498,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,130,327,85801
28209,I,3,109,ANALISIS,SI,NO,1,PF,ARGENTINA,Femenino,41,15,67,85750
49729,C,4,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,39,221,1049,84135
27869,G,2,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,39,51,32,84083
51757,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,217,1141,87158
60651,G,1,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,62,221,1165,89108
48818,G,3,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,221,514,83516
35870,A,3,109,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,130,484,87498
63896,A,4,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,130,1654,87227
63678,A,3,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,76,130,1575,8517
34758,L,2,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,59,221,289,82823
29578,L,2,209,CASI,NO,NO,1,PF,ARGENTINA,Femenino,29,130,45,83649
30515,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,221,201,11690
29374,L,2,206,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221,114,11690
59766,L,2,232,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,45,251,1251,11242
31573,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,31,130,283,83631
48056,A,4,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,38,130,941,9166
32552,R,5,229,ANALISIS,SI,NO,0,PF,ARGENTINA,Masculino,37,51,316,84271
47641,G,2,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,221,866,10543
53217,A,4,240,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,45,135,1173,84582
64290,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,26,130,1672,87158
58632,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,52,91,1264,84562
34096,L,2,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,39,221,149,12039
27604,A,5,229,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,63,130,71,84518
47307,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,56,221,844,86048
40893,R,5,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,605,87969
48141,G,2,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,63,221,94,84276
32356,R,5,205,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,58,0,283,11690
48152,G,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,23,418,85641
31007,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,238,208,11913
59363,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221,1254,86048
58819,A,4,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221,1258,85184
29552,L,2,238,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,63,220,130,86063
46366,R,5,239,ANALISIS,NO,SI,0,PF,ARGENTINA,Femenino,48,226,818,84021
58214,L,4,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,107,1196,83892
58482,A,3,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,59,130,982,83422
33795,T,8,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,59,221,334,86278
58231,A,4,101,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,106,1047,85157
48919,R,5,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,226,923,84305
62998,T,7,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,35,221,1525,89160
47804,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,130,879,86274
43787,G,2,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,221,652,86702
50131,R,5,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,55,107,950,85890
32554,R,5,232,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,48,228,241,7979
31276,R,5,230,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,48,14,204,12232
29553,R,5,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,39,221,123,82838
52861,A,4,229,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,77,223,1106,83082
52552,A,8,378,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,43,221,1063,83132
41637,I,3,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,57,234,587,86256
46591,C,3,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,234,661,86256
40142,R,3,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,84,107,102,83261
48421,G,2,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,52,226,720,86128
29796,L,2,206,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,44,221,10,85505
60232,A,4,231,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,49,46,1338,85940
32977,A,3,231,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,64,221,275,83255
51449,C,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,32,130,1010,88613
30907,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,221,131,86048
41151,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,106,211,84012
49174,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,62,221,892,87158
29536,G,2,206,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,62,221,-3,8407
47303,B,4,246,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,30,221,812,87111
59028,A,8,231,PARAMETROS,NO,SI,1,PF,ARGENTINA,Femenino,38,130,1217,86276
30092,G,2,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,130,23,83839
61450,R,5,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,60,21,1394,83516
59204,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,55,107,1217,87884
47931,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,45,221,836,86274
